step,val_loss,content,style,id1,id2,ssim
0,322.182587,15.001753,197.415863,49.302763,60.462204,0.000000
250,165.338568,18.729410,94.098107,3.316321,49.194730,0.000000
500,143.899208,17.490622,74.654907,5.366459,46.387220,0.000000
750,123.867208,15.619728,66.574399,2.558244,39.114837,0.000000
1000,110.202254,15.480329,53.875379,3.580869,37.265676,0.000000
1250,103.963930,13.959936,53.273547,2.394781,34.335666,0.000000
1500,95.940753,13.383285,51.245307,1.559034,29.753128,0.000000
1750,98.230726,14.845885,48.018654,2.391729,32.974460,0.000000
2000,84.883472,13.323081,43.172630,1.499958,26.887803,0.000000
2250,87.307787,13.292586,45.492135,1.838256,26.684809,0.000000
2500,83.191003,12.687010,44.165176,1.461102,24.877715,0.000000
2750,87.987653,13.171934,47.443224,1.810977,25.561518,0.000000
3000,80.460294,13.275644,41.436502,1.677995,24.070153,0.000000
3250,85.692383,11.870391,48.982530,1.256492,23.582970,0.000000
3500,77.535843,12.721353,40.552762,1.199958,23.061771,0.000000
3750,84.154628,12.716088,46.166673,2.491685,22.780184,0.000000
