step,val_loss,content,style,id1,id2,ssim
0,101.851471,4.611141,64.656155,22.474493,10.109686,0.000000
250,46.530326,5.999243,30.459817,1.836986,8.234280,0.000000
500,42.974371,5.779171,27.333121,1.751339,8.110740,0.000000
750,39.699856,5.671421,24.383147,1.638704,8.006583,0.000000
1000,37.353317,5.675428,21.480796,2.112115,8.084978,0.000000
1250,33.633985,5.472674,19.231148,1.462139,7.468024,0.000000
1500,32.281114,5.543139,18.086650,1.358561,7.292763,0.000000
1750,28.863873,5.412194,15.211721,1.199694,7.040265,0.000000
2000,28.630281,5.300204,15.586680,0.993547,6.749849,0.000000
2250,28.591691,5.301768,15.784375,1.007224,6.498325,0.000000
