step,val_loss,content,style,id1,id2,ssim
0,153.564423,7.324804,92.929077,21.118504,22.954363,9.237680
250,76.901303,9.269838,42.105120,1.620631,18.404703,5.501011
500,72.024164,8.296094,39.850724,1.394132,17.138735,5.344480
750,61.776046,7.699544,32.063393,1.185715,15.751968,5.075426
1000,52.599301,7.068377,25.263044,1.287542,14.387183,4.593156
1250,51.435743,6.470806,27.159790,0.815431,12.749856,4.239860
1500,46.330316,6.405900,22.933249,0.830088,12.188037,3.973043
1750,46.045495,6.167934,23.787410,0.735502,11.549848,3.804801
2000,48.436273,6.190332,26.265856,0.981909,11.243559,3.754617
2250,43.188892,6.119763,21.405485,0.767771,11.150539,3.745335
2500,41.340897,6.083656,20.661453,0.621289,10.508337,3.466163
2750,40.293446,6.424926,19.126377,0.656335,10.551355,3.534454
3000,40.075439,6.455086,19.107624,0.698638,10.435203,3.378887
3250,37.514448,6.558559,17.044628,0.708677,9.835520,3.367064
3500,38.393666,6.458735,18.378742,0.645544,9.734432,3.176212
3750,37.520037,6.051105,18.435051,0.589872,9.364610,3.079399
4000,36.075566,6.020169,17.611873,0.540260,8.943530,2.959734
4250,34.701240,6.187484,16.202778,0.552116,8.850503,2.908359
4500,35.429635,5.702074,17.770632,0.497339,8.578648,2.880942
4750,34.486181,5.776426,17.732454,0.384274,7.875921,2.717106
