step,val_loss,content,style,id1,id2,ssim
0,328.583328,14.247805,195.884552,48.905325,59.587412,9.958232
250,173.687664,19.726989,92.344191,3.639399,51.886690,6.090397
500,156.127435,18.550049,80.174624,3.419242,48.235181,5.748340
750,151.522795,16.960469,82.520791,2.826897,44.173883,5.040756
1000,130.324670,15.746905,68.940015,2.189407,38.628604,4.819735
1250,111.197921,15.464798,52.101070,2.577915,36.313737,4.740401
1500,106.509148,14.259284,54.498113,1.612520,31.816925,4.322306
1750,95.370304,14.662390,44.994657,1.589654,30.065172,4.058431
2000,100.481751,13.041700,52.931351,1.460279,29.133321,3.915099
2250,108.269296,13.604320,59.171284,2.247199,29.249889,3.996606
2500,92.642527,13.800954,46.568314,1.418021,27.152267,3.702970
2750,88.476160,14.024934,42.743482,1.462717,26.575885,3.669143
3000,85.819012,13.804847,41.617068,1.553708,25.209403,3.633987
3250,84.868110,14.231714,40.852870,1.282747,24.894890,3.605890
3500,84.096140,13.490179,42.561130,1.094190,23.515795,3.434845
3750,79.020648,13.361188,38.843493,1.148726,22.322696,3.344544
4000,80.413629,13.488234,40.082861,0.995214,22.599095,3.248223
4250,81.417896,13.213218,42.676534,0.973646,21.466841,3.087656
4500,79.928038,11.934493,44.098040,1.000560,19.854477,3.040468
4750,81.147080,12.719015,44.045142,1.211527,20.071342,3.100054
