step,val_loss,content,style,id1,id2,ssim
0,321.902267,14.933068,195.359604,52.331621,59.277960,0.000000
250,169.639166,20.370673,92.656489,4.674261,51.937739,0.000000
500,149.899010,18.679428,79.291396,3.263994,48.664192,0.000000
750,152.927184,17.461254,87.063118,2.673672,45.729140,0.000000
1000,128.462016,17.027882,63.401812,3.345563,44.686758,0.000000
1250,121.488414,15.489759,64.837631,2.638569,38.522454,0.000000
1500,104.618662,15.295438,52.016224,2.089766,35.217234,0.000000
1750,102.277752,14.503269,53.834807,1.576960,32.362718,0.000000
2000,98.456968,13.979269,50.950209,2.064208,31.463284,0.000000
2250,99.550669,14.867924,48.229028,2.464708,33.989008,0.000000
2500,88.072462,14.003192,43.222470,1.511270,29.335530,0.000000
2750,85.441147,14.126523,41.377602,1.572500,28.364522,0.000000
3000,83.344567,13.970709,41.482875,1.322745,26.568238,0.000000
3250,84.807476,13.847986,43.023987,1.297243,26.638260,0.000000
3500,80.865618,13.741306,40.421485,1.295545,25.407280,0.000000
3750,81.433302,14.101622,41.183416,1.281151,24.867112,0.000000
4000,80.251681,13.029601,41.273423,1.118833,24.829825,0.000000
4250,73.952167,13.052640,36.640425,1.022089,23.237012,0.000000
4500,81.992049,13.121235,43.793776,1.280149,23.796889,0.000000
4750,80.892079,13.920286,42.966463,0.945092,23.060238,0.000000
5000,75.963427,13.762297,37.998145,1.094207,23.108776,0.000000
5250,70.492830,12.791370,35.470330,0.874322,21.356807,0.000000
