step,val_loss,content,style,id1,id2,ssim
0,106.456432,4.945455,65.530952,25.698524,10.281497,0.000000
250,45.171600,5.838778,29.255046,2.036473,8.041301,0.000000
500,41.263995,5.735063,25.542010,1.986484,8.000438,0.000000
750,42.910023,5.447991,28.254169,1.665626,7.542238,0.000000
1000,40.292947,5.297307,26.074241,1.446682,7.474717,0.000000
1250,36.153586,5.490106,20.845129,2.242088,7.576263,0.000000
1500,30.561581,5.296782,16.451558,1.457523,7.355718,0.000000
1750,29.553480,5.320083,15.835540,1.257940,7.139917,0.000000
2000,28.185473,5.140301,15.123336,1.109779,6.812057,0.000000
2250,27.350441,5.011952,14.261994,1.359080,6.717414,0.000000
2500,26.563240,4.991024,13.988806,1.197490,6.385921,0.000000
2750,24.938485,4.818281,13.378492,0.794292,5.947421,0.000000
3000,23.542394,4.914474,12.150184,0.792811,5.684925,0.000000
3250,23.925615,4.702904,12.929219,0.765819,5.527673,0.000000
3500,25.191708,4.805765,14.214014,0.771601,5.400327,0.000000
3750,24.302330,4.648448,13.419086,0.828896,5.405901,0.000000
