step,val_loss,content,style,id1,id2,ssim
0,310.072662,14.885921,191.174408,46.270035,57.742311,0.000000
250,171.512646,19.265596,98.849964,3.294918,50.102168,0.000000
500,149.195982,18.314817,81.532135,2.951383,46.397648,0.000000
750,159.895184,17.958900,92.462484,3.537439,45.936359,0.000000
1000,119.109686,17.157619,56.853819,2.799227,42.299022,0.000000
1250,106.812460,16.330169,48.839544,3.008388,38.634360,0.000000
1500,104.538084,15.382554,52.718308,2.511811,33.925411,0.000000
1750,96.410695,14.662410,48.200667,1.890054,31.657564,0.000000
2000,102.369709,14.248287,53.819868,2.037161,32.264394,0.000000
2250,88.060348,14.331682,43.019293,1.748917,28.960456,0.000000
2500,89.804364,14.226638,44.817748,1.717878,29.042100,0.000000
2750,90.395801,14.464863,46.048541,1.510596,28.371800,0.000000
3000,82.656380,14.433026,40.068804,1.361916,26.792635,0.000000
3250,83.992569,13.759093,43.047794,1.332148,25.853534,0.000000
3500,83.500801,14.082861,40.876087,1.843309,26.698545,0.000000
3750,79.766999,13.716724,39.462514,1.563697,25.024064,0.000000
4000,77.831994,13.558089,38.752601,1.306483,24.214821,0.000000
