step,val_loss,content,style,id1,id2,ssim
125,104.842288,12.101225,36.488999,0.739715,21.064015,34.448332
250,102.050440,11.935324,36.491119,0.790315,20.050386,32.783296
375,101.208691,10.531674,39.247920,0.687463,19.711241,31.030392
500,100.657625,11.962678,37.726263,0.698979,19.718021,30.551684
625,95.246943,11.419138,35.572442,0.644990,18.137856,29.472517
750,96.364581,10.643053,39.063683,0.670888,17.539111,28.447846
875,92.817146,10.774400,36.913249,0.519234,16.540270,28.069992
1000,91.484755,10.704369,36.982225,0.544560,16.224464,27.029138
1125,91.062803,10.586667,37.778327,0.541373,15.629182,26.527253
1250,87.357954,10.773072,34.106587,0.602662,15.356937,26.518696
1375,85.598199,10.975303,34.243744,0.496611,14.546310,25.336232
1500,86.021507,10.464668,36.283824,0.513270,13.996979,24.762767
1625,85.620577,11.408196,35.274616,0.447899,13.664597,24.825271
1750,88.029708,9.930529,38.863625,0.482128,13.850558,24.902868
1875,89.316427,10.995482,38.503681,0.583232,14.327576,24.906455
