step,val_loss,content,style,id1,id2,ssim
0,104.710793,4.492705,64.915535,25.315800,9.986752,0.000000
250,44.523512,6.034874,28.169684,1.912149,8.406805,0.000000
500,40.946329,5.695339,25.114781,1.982899,8.153310,0.000000
750,35.063903,5.585335,19.240771,1.861555,8.376243,0.000000
1000,33.351302,5.569578,18.288500,1.636267,7.856957,0.000000
1250,32.557218,5.534910,17.669580,1.665083,7.687646,0.000000
1500,31.494906,5.453727,17.123539,1.515511,7.402130,0.000000
1750,29.734062,5.456532,16.051825,1.369775,6.855929,0.000000
2000,26.931949,5.382680,13.602187,1.076205,6.870876,0.000000
2250,27.322752,5.399699,13.856735,1.108082,6.958236,0.000000
2500,26.802659,5.231130,14.430468,0.873054,6.268006,0.000000
2750,25.792414,5.124102,13.758227,0.808477,6.101609,0.000000
3000,25.027704,5.169806,13.031572,0.869040,5.957285,0.000000
3250,25.212013,4.908059,13.509629,0.812753,5.981572,0.000000
3500,23.289849,5.145572,11.788131,0.731913,5.624233,0.000000
3750,23.072216,5.081490,11.688054,0.707933,5.594739,0.000000
