step,val_loss,content,style,id1,id2,ssim
0,105.308460,4.982635,65.548714,24.432832,10.344279,0.000000
250,45.120453,6.170249,28.275220,2.091599,8.583383,0.000000
500,44.113562,5.865652,28.107126,1.914163,8.226621,0.000000
750,42.942939,5.700022,27.517889,1.907925,7.817103,0.000000
1000,42.297917,5.536611,27.754021,1.484184,7.523102,0.000000
1250,36.784119,5.562731,22.391332,1.406010,7.424047,0.000000
1500,31.391197,5.541474,17.416869,1.210831,7.222023,0.000000
1750,29.641332,5.438588,15.819104,1.220241,7.163401,0.000000
2000,28.777758,5.469923,15.138814,1.114671,7.054349,0.000000
2250,28.134383,5.367571,14.937157,1.026969,6.802685,0.000000
2500,28.385889,5.477934,14.903287,1.104387,6.900281,0.000000
2750,26.537203,5.335663,13.459358,1.042217,6.699965,0.000000
3000,28.072211,5.236697,15.508967,0.953242,6.373304,0.000000
3250,27.567875,5.285088,14.650832,1.180857,6.451097,0.000000
3500,25.669247,5.042910,13.665916,0.869134,6.091288,0.000000
3750,27.096008,5.034025,15.389165,0.769350,5.903468,0.000000
4000,25.606004,5.112374,13.820292,0.792004,5.881334,0.000000
4250,26.299857,4.995474,14.945266,0.689919,5.669200,0.000000
4500,25.269905,5.028313,13.710484,0.932494,5.598614,0.000000
4750,24.105349,4.844596,13.202897,0.667779,5.390077,0.000000
5000,23.917589,4.902754,13.101913,0.616483,5.296439,0.000000
5250,24.515044,4.723796,13.748986,0.739485,5.302777,0.000000
5500,24.556650,4.683979,13.776023,0.707494,5.389153,0.000000
5750,22.844920,4.747246,12.290651,0.607358,5.199664,0.000000
6000,22.862198,4.874873,12.224447,0.656848,5.106031,0.000000
6250,24.112645,4.728477,13.625162,0.747581,5.011426,0.000000
6500,22.724185,4.708393,12.410858,0.579243,5.025691,0.000000
6750,21.878874,4.606132,11.705334,0.612229,4.955179,0.000000
7000,23.514469,4.475065,13.704422,0.506179,4.828803,0.000000
7250,22.033477,4.519715,12.216702,0.520846,4.776214,0.000000
7500,21.095974,4.657788,11.172794,0.495410,4.769983,0.000000
7750,22.040189,4.478337,12.275088,0.583368,4.703395,0.000000
8000,20.700065,4.711079,11.056766,0.412190,4.520030,0.000000
