step,val_loss,content,style,id1,id2,ssim
0,108.828209,14.335193,63.958620,20.958265,9.576126,0.000000
250,90.733742,14.274137,64.405838,4.095263,7.958505,0.000000
500,90.731718,13.979179,64.632255,4.097232,8.023052,0.000000
750,90.687257,13.898307,64.705822,4.069280,8.013847,0.000000
1000,91.491593,14.012158,65.396639,4.036512,8.046284,0.000000
1250,91.187724,13.858766,65.199503,4.077786,8.051669,0.000000
1500,91.739225,13.949455,65.495855,4.174673,8.119241,0.000000
1750,91.127077,13.992606,64.869237,4.162967,8.102267,0.000000
2000,91.476093,13.990220,65.128992,4.310489,8.046393,0.000000
2250,90.898306,13.976518,64.781203,4.094611,8.045974,0.000000
2500,90.705211,13.882901,64.566106,4.187845,8.068357,0.000000
2750,91.107829,13.896894,65.037081,4.091081,8.082772,0.000000
3000,91.086289,13.910500,64.740126,4.377992,8.057670,0.000000
3250,91.644076,13.932300,65.034707,4.590379,8.086691,0.000000
3500,90.915297,13.922399,64.683255,4.213392,8.096252,0.000000
3750,90.501160,13.876824,64.379577,4.191332,8.053427,0.000000
