step,val_loss,content,style,id1,id2,ssim
0,332.864243,16.251285,197.157059,49.111155,60.777172,9.567580
250,157.174197,18.892363,78.700541,3.531443,50.306705,5.743146
500,163.538240,17.786691,90.289451,3.402885,46.529557,5.529654
750,154.801967,16.651081,86.912219,2.872217,43.229102,5.137347
1000,127.416571,15.920668,63.327878,3.348233,39.934885,4.884905
1250,114.011627,15.094342,56.177102,1.921919,36.404994,4.413271
1500,104.290585,14.765648,50.492498,1.799493,33.058825,4.174121
1750,106.158576,13.733723,55.573867,2.261307,30.385369,4.204309
2000,94.972612,13.659167,47.042447,1.545321,28.815305,3.910371
2250,96.081838,13.474015,48.053452,1.770121,28.878865,3.905385
2500,102.482052,13.929538,53.246297,2.133750,29.224068,3.948399
2750,87.121601,13.585762,42.588636,1.533924,25.839379,3.573899
3000,84.651212,12.996800,41.778152,1.246197,25.156484,3.473580
3250,88.911871,12.816047,46.794457,1.543315,24.279495,3.478560
3500,88.834423,12.482430,47.581878,1.340503,24.074809,3.354803
3750,79.692815,12.640422,40.527676,1.112944,22.108895,3.302879
4000,81.727616,12.450808,43.272407,1.320678,21.542584,3.141139
4250,74.037239,12.331200,38.271750,0.906301,19.539999,2.987988
4500,81.419819,12.137423,43.835534,1.400217,20.933647,3.112998
4750,72.873590,12.819546,36.866762,1.113460,19.111674,2.962147
