step,val_loss,content,style,id1,id2,ssim
0,325.250504,15.058811,198.758362,50.378799,61.054523,0.000000
250,164.927781,20.333300,85.501991,4.280932,54.811561,0.000000
500,162.633424,19.355312,89.059719,4.442569,49.775823,0.000000
750,147.217598,18.231756,78.245087,3.273533,47.467221,0.000000
1000,151.492512,18.069496,85.134315,3.193560,45.095144,0.000000
1250,131.331649,17.552505,66.210378,3.235911,44.332856,0.000000
1500,114.572779,17.710125,51.268436,2.857032,42.737186,0.000000
1750,103.769595,16.267366,49.006756,1.879262,36.616210,0.000000
2000,102.557049,15.819349,49.629590,1.897732,35.210379,0.000000
2250,95.234336,14.178426,47.170778,1.784744,32.100387,0.000000
2500,90.951360,14.490371,45.476467,1.477612,29.506912,0.000000
2750,96.588771,14.042854,49.885433,2.641302,30.019183,0.000000
3000,90.789350,13.301052,46.870523,1.647562,28.970213,0.000000
3250,91.627727,13.232009,50.399953,1.423858,26.571908,0.000000
3500,85.498405,13.249685,44.980722,1.392755,25.875243,0.000000
3750,82.066309,13.848105,41.088891,1.450284,25.679030,0.000000
4000,89.410161,13.157726,47.742287,1.555697,26.954451,0.000000
4250,84.930577,13.308862,44.844802,1.484160,25.292754,0.000000
4500,85.856738,12.700216,45.196048,1.573009,26.387465,0.000000
4750,77.985765,13.055337,40.093332,1.301098,23.535998,0.000000
5000,77.680378,12.884524,40.453234,1.176730,23.165890,0.000000
5250,80.217974,12.646386,42.842179,1.137392,23.592017,0.000000
5500,76.318497,12.383180,40.945995,1.210726,21.778595,0.000000
5750,71.732750,12.467647,36.955396,1.142873,21.166834,0.000000
6000,74.875401,12.987406,39.018426,0.946092,21.923477,0.000000
6250,73.380104,11.716821,40.247010,0.900844,20.515431,0.000000
6500,73.589901,11.721771,40.789408,0.845610,20.233112,0.000000
6750,71.269062,11.652427,38.595733,0.851795,20.169106,0.000000
7000,71.374574,11.451507,39.875884,0.789692,19.257491,0.000000
7250,68.473688,12.578463,35.949852,0.881789,19.063582,0.000000
