step,val_loss,content,style,id1,id2,ssim
0,332.201385,14.862587,197.353455,49.945753,60.396950,9.642641
250,168.796326,19.009391,87.990508,4.565376,51.509730,5.721324
500,163.491480,18.113529,89.107468,3.304335,47.413963,5.552183
750,152.305842,17.339846,82.018392,3.135325,44.364821,5.447461
1000,123.339390,16.281947,60.185082,2.356798,39.673194,4.842372
1250,111.737162,15.631106,52.433010,2.202512,36.723695,4.746840
1500,101.643717,15.009908,46.625133,1.926130,33.642115,4.440429
1750,96.724209,14.894811,45.418563,1.536080,30.867936,4.006817
2000,92.503685,13.852052,44.302272,1.445411,29.015184,3.888766
2250,93.712478,14.461616,46.511885,1.490340,27.404786,3.843851
2500,94.010013,13.250755,49.291952,1.395426,26.332701,3.739181
2750,88.899883,13.363051,44.616059,1.430191,25.745608,3.744974
3000,84.825356,13.868058,41.105411,1.269397,25.084589,3.497900
3250,87.045896,13.491547,44.578549,1.216176,24.302129,3.457495
3500,89.171477,12.859490,46.754972,1.564483,24.465163,3.527368
3750,82.055743,13.351130,41.090592,1.327585,22.893452,3.392984
4000,80.230664,13.655540,40.677001,1.050595,21.628660,3.218868
4250,76.197894,13.358690,38.060282,0.984617,20.655050,3.139257
4500,74.752084,13.148810,38.240660,0.919249,19.408806,3.034561
4750,72.215793,12.214379,37.568507,1.059415,18.434534,2.938958
5000,72.365997,12.910660,37.799858,0.725423,18.102056,2.828000
5250,70.383177,12.048349,37.184677,0.850824,17.518288,2.781039
5500,67.724920,12.241126,35.425409,0.878204,16.455057,2.725122
5750,65.913174,12.445599,34.098423,0.791190,15.940760,2.637202
6000,71.149093,11.732029,38.462283,1.101392,17.196800,2.656590
6250,66.149130,12.417162,36.029949,0.678783,14.551476,2.471762
6500,64.992438,12.055531,34.494756,0.907470,15.010677,2.524004
6750,62.124129,12.561813,32.413789,0.681223,14.038262,2.429042
7000,62.793900,11.953718,34.625955,0.548692,13.347183,2.318353
7250,65.212564,11.913036,37.051225,0.537138,13.387567,2.323597
7500,61.678463,11.906048,34.531333,0.527027,12.458321,2.255733
