step,val_loss,content,style,id1,id2,ssim
0,330.510803,14.596229,197.118088,48.573633,60.532211,9.690650
250,169.073584,17.783892,94.809022,3.506400,47.411472,5.562799
500,156.604493,16.276931,90.489307,2.796785,42.053666,4.987806
750,125.055923,15.301701,62.842949,2.480027,39.798617,4.632628
1000,112.833268,14.282536,57.344575,2.351690,34.566042,4.288426
1250,96.693903,13.877651,46.213801,1.960252,30.615212,4.026989
1500,96.719517,13.445104,49.103135,1.809087,28.524104,3.838086
1750,96.450507,12.681159,50.796336,1.568015,27.602921,3.802078
2000,89.833233,12.605647,46.613346,1.401538,25.595590,3.617112
2250,85.863188,12.675820,43.401073,1.332468,24.845763,3.608062
2500,84.581526,12.533569,43.393987,1.260175,23.904427,3.489370
2750,88.672031,12.029908,47.487801,1.563162,24.173117,3.418042
3000,79.885365,12.519496,40.238629,1.012660,22.765007,3.349573
3250,78.110449,12.431172,40.188626,0.958864,21.263310,3.268478
3500,79.757672,12.232364,40.875066,1.199937,22.213974,3.236333
3750,75.044392,12.350390,39.120430,0.852089,19.713286,3.008198
4000,73.908960,12.030234,38.238780,1.012641,19.600597,3.026708
4250,72.791981,11.964831,38.304870,0.865460,18.815167,2.841655
4500,77.784405,11.030484,45.342232,0.921139,17.690974,2.799576
4750,70.976513,11.096301,39.918636,0.842190,16.443035,2.676351
5000,70.837217,10.792701,40.637677,0.799246,16.013080,2.594512
5250,72.164709,10.994582,42.114501,0.840630,15.705459,2.509537
5500,65.194124,11.343062,36.058314,0.632652,14.701465,2.458632
5750,68.069847,11.129608,39.455040,0.689839,14.296643,2.498716
6000,64.710476,11.179335,36.821715,0.592862,13.730868,2.385697
6250,67.051271,10.868859,39.562819,0.573043,13.683753,2.362798
6500,74.643377,9.610693,45.652601,2.240419,14.527324,2.612338
