step,val_loss,content,style,id1,id2,ssim
0,335.958771,15.441430,198.589958,51.433657,60.515795,9.977948
250,172.051737,19.418118,90.841335,4.343798,51.760628,5.687857
500,162.815784,17.783940,89.879916,3.254172,46.376355,5.521400
750,140.712083,16.954574,73.097745,2.360117,43.151242,5.148402
1000,129.658241,15.090992,69.799604,2.202333,37.927584,4.637727
1250,111.668210,15.031260,53.954384,2.672393,35.369687,4.640486
1500,104.759284,14.295549,52.237250,1.797974,32.061444,4.367067
1750,99.040496,14.410812,47.004114,1.748190,31.677200,4.200182
2000,102.188888,13.172385,54.449480,1.849994,28.758306,3.958723
2250,95.635962,12.953449,48.455892,1.774326,28.507092,3.945205
2500,84.916587,13.554253,40.380170,1.290039,26.056362,3.635763
2750,85.849812,13.339954,42.103405,1.461483,25.257405,3.687566
3000,84.124340,13.412639,41.682857,1.312302,24.186152,3.530391
3250,82.638929,13.395932,40.990874,1.093021,23.764019,3.395084
3500,83.093750,12.711161,42.964122,1.281807,22.752216,3.384442
3750,76.469743,13.390008,37.307943,1.021657,21.560576,3.189558
4000,82.029269,12.276231,43.426798,1.205833,21.895305,3.225102
4250,74.555209,12.107712,39.564260,0.851126,19.075244,2.956868
4500,79.206393,12.130236,43.696521,0.862292,19.616314,2.901029
4750,71.825055,12.059438,37.864413,0.810409,18.234508,2.856286
