step,val_loss,content,style,id1,id2,ssim
125,97.726561,12.035749,35.492204,0.731092,20.827916,28.639599
250,97.147309,12.049880,36.554949,0.695456,20.311189,27.535837
375,96.897066,10.694562,39.220151,0.682174,19.995620,26.304559
500,93.141232,11.638465,36.503141,0.589021,18.893367,25.517237
625,90.443963,11.346081,35.269121,0.641725,18.464313,24.722722
750,93.235557,10.771403,39.908963,0.636483,17.494132,24.424576
875,87.891163,11.249431,34.836853,0.625583,16.957260,24.222036
1000,88.306744,10.446861,37.674002,0.582022,16.617891,22.985968
1125,87.788695,10.608414,38.066648,0.536039,15.857866,22.719728
1250,84.763225,10.822946,34.427405,0.615395,15.716651,23.180827
1375,84.710072,10.583323,36.792855,0.532420,15.114178,21.687297
1500,81.857468,10.826707,34.534066,0.589911,14.518586,21.388199
1625,81.824156,11.002345,35.431475,0.460975,13.954798,20.974563
1750,86.128676,10.434946,38.719259,0.572105,14.858853,21.543512
1875,82.421108,10.971698,36.676634,0.546996,13.631974,20.593807
