step,val_loss,content,style,id1,id2,ssim
0,338.138367,15.185851,199.004784,53.708311,60.261486,9.977948
250,164.871052,20.007493,76.782452,4.398384,57.526568,6.156156
500,173.453363,18.681853,91.868744,7.035020,49.911297,5.956451
750,154.393786,17.520752,83.371555,2.872023,45.197856,5.431599
1000,153.871062,16.817165,84.644969,3.033320,44.085291,5.290316
1250,153.611989,15.464521,88.459367,2.711749,42.013317,4.963034
1500,136.808823,14.128455,79.628232,1.900636,36.653354,4.498147
1750,127.103956,14.227894,68.566097,2.533272,37.208916,4.567778
2000,116.028933,14.204524,60.013732,2.224631,35.094688,4.491356
2250,108.065661,13.081613,58.146425,1.940998,30.712174,4.184452
2500,105.048254,13.178915,54.533464,1.931992,31.265504,4.138378
2750,99.038366,13.948018,48.884431,2.248313,29.898646,4.058957
3000,97.821168,13.550593,48.592664,2.050414,29.625357,4.002141
3250,92.945957,13.872426,44.228149,1.715879,29.183610,3.945895
3500,93.501736,13.628333,44.451113,1.818925,29.746596,3.856770
3750,92.009770,12.912169,45.321368,2.046256,27.726400,4.003578
4000,93.957765,12.905961,46.882492,2.437125,27.804415,3.927771
4250,87.448068,13.308957,41.708677,1.491366,27.076865,3.862204
4500,94.113034,12.824555,47.927597,2.168484,27.410585,3.781814
4750,85.711569,12.589692,42.658719,1.453167,25.369415,3.640577
