step,val_loss,content,style,id1,id2,ssim
0,188.625862,4.814592,97.766949,73.007301,13.037026,0.000000
250,89.684314,6.148734,54.997967,17.730575,10.807037,0.000000
500,77.853415,5.890008,43.307850,17.537847,11.117710,0.000000
750,72.387956,5.717020,40.551370,15.821116,10.298449,0.000000
1000,66.327473,5.667918,38.322776,12.509691,9.827088,0.000000
1250,62.153210,5.507145,35.139067,11.984796,9.522203,0.000000
1500,61.145719,5.502224,34.004948,12.015741,9.622806,0.000000
1750,61.061232,5.440421,33.793375,12.424882,9.402554,0.000000
2000,59.767830,5.473508,33.769849,11.560375,8.964098,0.000000
2250,57.983953,5.494409,32.774837,10.949389,8.765318,0.000000
2500,59.346169,5.681885,34.004704,10.959772,8.699807,0.000000
2750,58.666186,5.338466,34.020529,10.696838,8.610352,0.000000
3000,55.966476,5.594373,32.226636,9.877988,8.267478,0.000000
3250,56.812354,5.354352,34.150420,9.338336,7.969245,0.000000
3500,53.363420,5.398136,30.442764,9.616379,7.906141,0.000000
3750,53.192920,5.553615,29.655959,9.943803,8.039543,0.000000
4000,54.050447,5.287003,30.847490,10.135086,7.780867,0.000000
4250,52.319037,5.349235,31.267048,8.294753,7.408000,0.000000
4500,56.890612,5.232711,35.422548,8.875361,7.359992,0.000000
4750,51.825072,5.293742,31.798425,7.610762,7.122144,0.000000
5000,52.266469,5.385178,29.654242,9.827128,7.399920,0.000000
5250,47.300221,5.473410,27.854753,7.098995,6.873063,0.000000
5500,48.481799,5.287128,29.505452,6.944554,6.744665,0.000000
5750,49.310626,5.265595,30.262488,7.053257,6.729286,0.000000
6000,46.096529,5.506259,26.962737,6.847789,6.779744,0.000000
6250,47.532848,5.655630,26.811780,7.860884,7.204555,0.000000
6500,46.975582,5.295396,28.813881,6.383419,6.482886,0.000000
6750,46.110441,5.234712,27.642848,6.761989,6.470892,0.000000
7000,46.278226,5.327252,28.130880,6.401677,6.418417,0.000000
