step,val_loss,content,style,id1,id2,ssim
0,330.483887,14.354701,194.931221,52.237972,59.113026,9.846944
250,180.461943,19.172319,102.827021,3.458167,49.525750,5.478690
500,155.331553,18.086279,81.478975,3.081153,47.090907,5.594238
750,152.775848,16.331038,87.550612,3.066951,40.613334,5.213912
1000,137.321701,15.278295,75.747471,3.098659,38.365354,4.831923
1250,112.293158,15.410627,53.462095,1.978215,36.815685,4.626534
1500,104.181905,13.716765,54.070155,1.735451,30.625762,4.033773
1750,100.593429,12.954180,52.625369,1.763203,29.348758,3.901920
2000,94.215549,14.115223,45.670891,2.178468,28.359346,3.891621
2250,94.525615,13.873958,46.280694,1.613001,28.822380,3.935580
2500,89.218176,13.137090,43.743455,1.625556,26.958483,3.753591
2750,86.214205,12.839457,42.237107,1.498361,25.989437,3.649845
3000,83.113966,13.119810,39.690263,1.426892,25.299887,3.577114
3250,80.484484,13.248195,38.314376,1.357881,24.205752,3.358281
3500,80.818452,13.283168,39.351602,1.412354,23.350649,3.420679
3750,83.345656,12.783550,42.472334,1.612172,23.126509,3.351090
4000,79.887550,12.349668,41.028647,1.434508,21.893975,3.180752
4250,82.705616,11.235523,46.863444,1.143259,20.398075,3.065315
