step,val_loss,content,style,id1,id2,ssim
0,108.375839,5.076490,65.799507,27.101587,10.398251,0.000000
250,43.604766,5.916433,27.473559,1.949284,8.265489,0.000000
500,42.779226,5.605577,27.309549,1.920318,7.943783,0.000000
750,39.610705,5.555098,24.389895,1.718588,7.947124,0.000000
1000,33.938241,5.556547,18.665469,1.865469,7.850756,0.000000
1250,32.053860,5.541829,16.756358,1.945734,7.809938,0.000000
1500,30.893821,5.528502,16.608064,1.362543,7.394713,0.000000
1750,29.104713,5.315977,15.728822,1.137876,6.922037,0.000000
2000,29.348321,5.136102,16.787168,0.975285,6.449767,0.000000
2250,28.443615,5.002509,16.282316,0.921418,6.237373,0.000000
2500,28.131856,5.078442,15.592222,1.300064,6.161128,0.000000
2750,27.328776,5.114482,15.511396,0.826918,5.875980,0.000000
3000,25.368877,4.930765,14.092175,0.688046,5.657890,0.000000
3250,25.585492,4.795826,14.423839,0.722197,5.643630,0.000000
