step,val_loss,content,style,id1,id2,ssim
0,320.670105,14.771454,196.600304,49.334660,59.963680,0.000000
250,159.064194,19.238904,86.409755,3.317306,50.098231,0.000000
500,152.568930,18.410325,82.417949,3.573498,48.167159,0.000000
750,148.623038,17.631786,83.274513,2.754289,44.962449,0.000000
1000,131.537295,17.449569,65.475926,3.413740,45.198063,0.000000
1250,117.982124,16.844891,55.269317,2.604302,43.263614,0.000000
1500,104.913047,16.235375,47.571938,2.458640,38.647093,0.000000
1750,99.063120,15.731482,46.246385,2.038364,35.046889,0.000000
2000,95.515288,15.050896,46.293592,2.233596,31.937202,0.000000
2250,92.763698,15.112591,44.998869,2.120213,30.532024,0.000000
2500,88.346358,14.763845,43.281645,1.405471,28.895396,0.000000
2750,89.040206,14.457342,43.469935,1.521318,29.591611,0.000000
3000,84.751941,14.277849,41.171917,1.626874,27.675300,0.000000
3250,88.113935,14.259354,43.929963,1.575371,28.349247,0.000000
3500,79.524824,13.937974,38.940464,1.591943,25.054444,0.000000
3750,79.125886,13.971951,38.510608,1.348911,25.294416,0.000000
4000,79.775387,13.488112,39.966395,1.597534,24.723345,0.000000
4250,77.372304,13.729804,39.181333,1.301756,23.159408,0.000000
4500,86.423851,13.416129,45.367337,1.705899,25.934487,0.000000
4750,77.740838,13.771633,40.234700,1.309635,22.424869,0.000000
5000,77.000915,13.189165,39.374505,1.274684,23.162562,0.000000
5250,72.028048,12.741231,37.223878,1.201259,20.861680,0.000000
5500,70.229257,12.900832,37.032338,0.886233,19.409853,0.000000
5750,75.796457,12.011439,42.717797,1.039018,20.028203,0.000000
6000,71.288383,11.934081,39.837791,0.855415,18.661095,0.000000
6250,66.949501,12.052793,36.819434,0.732652,17.344621,0.000000
6500,71.085904,12.313333,38.879005,0.908665,18.984900,0.000000
6750,65.599620,11.885686,35.591371,0.806078,17.316485,0.000000
7000,66.261316,12.091928,36.984800,0.762704,16.421883,0.000000
7250,67.449724,11.751920,38.627524,0.841020,16.229261,0.000000
7500,67.549321,11.121371,39.380964,0.746379,16.300607,0.000000
7750,64.932620,10.640421,38.068586,0.997331,15.226284,0.000000
8000,64.286106,10.930876,38.171850,0.697843,14.485537,0.000000
8250,62.625666,11.024645,37.026688,0.608452,13.965884,0.000000
8500,61.759392,10.842587,36.330813,0.643670,13.942321,0.000000
8750,60.031125,10.721664,35.086906,0.647084,13.575471,0.000000
9000,62.976401,11.021692,37.846923,0.584448,13.523338,0.000000
9250,60.248215,10.421241,36.307229,0.567872,12.951873,0.000000
9500,59.248811,11.166555,33.746443,0.666863,13.668950,0.000000
9750,63.354299,10.589500,37.684109,1.400194,13.680496,0.000000
