step,val_loss,content,style,id1,id2,ssim
0,106.440430,4.510524,65.590321,26.173318,10.166268,0.000000
250,46.665464,5.863628,30.902154,1.904917,7.994764,0.000000
500,43.690170,5.809184,28.209925,1.735781,7.935280,0.000000
750,34.309489,5.734548,18.212999,2.015204,8.346739,0.000000
1000,33.899438,5.609994,19.185857,1.486127,7.617460,0.000000
1250,32.626611,5.612380,17.569105,1.690373,7.754753,0.000000
1500,32.200554,5.603007,17.116560,1.756119,7.724868,0.000000
1750,30.752584,5.315012,17.018886,1.314864,7.103822,0.000000
2000,27.990718,5.295170,14.572962,1.122900,6.999686,0.000000
2250,28.548396,5.189106,15.686752,1.050662,6.621878,0.000000
2500,26.844169,5.078306,14.670509,0.861733,6.233621,0.000000
2750,27.001432,4.994174,15.149395,0.878502,5.979360,0.000000
3000,25.541887,5.132487,13.631833,0.791457,5.986110,0.000000
3250,24.725575,5.019686,13.068520,0.779011,5.858358,0.000000
3500,24.651892,4.896084,13.429310,0.687243,5.639256,0.000000
3750,24.134609,5.031988,12.851829,0.720479,5.530314,0.000000
4000,26.460566,4.689548,15.440617,0.778776,5.551625,0.000000
4250,23.094134,4.795414,12.362016,0.628967,5.307737,0.000000
4500,23.937265,4.836962,13.230435,0.611377,5.258492,0.000000
4750,22.098732,4.812947,11.431798,0.614292,5.239695,0.000000
5000,22.222510,4.757267,11.585308,0.674879,5.205057,0.000000
5250,24.655891,4.590904,14.260190,0.702456,5.102341,0.000000
5500,23.996669,4.790259,13.224844,0.857960,5.123607,0.000000
5750,23.471710,4.632704,13.129292,0.733849,4.975865,0.000000
6000,21.968724,4.618517,11.628229,0.719598,5.002380,0.000000
6250,21.537352,4.699204,11.609238,0.493818,4.735092,0.000000
6500,23.054500,4.511791,12.462407,0.737464,5.342837,0.000000
6750,21.603431,4.672858,11.656879,0.508794,4.764899,0.000000
7000,20.689189,4.655598,10.774622,0.559364,4.699606,0.000000
7250,21.098065,4.563342,11.577867,0.458439,4.498417,0.000000
7500,20.287241,4.557298,10.919841,0.405798,4.404303,0.000000
7750,21.141516,4.350997,11.921218,0.424631,4.444670,0.000000
8000,20.026762,4.704011,10.514327,0.434875,4.373549,0.000000
8250,20.713014,4.476117,11.458968,0.419768,4.358161,0.000000
8500,19.997024,4.435720,11.029506,0.360404,4.171393,0.000000
8750,19.870534,4.337367,10.939763,0.387157,4.206247,0.000000
9000,19.809127,4.488285,10.769448,0.412208,4.139185,0.000000
9250,19.085392,4.492859,10.110782,0.359293,4.122457,0.000000
9500,19.194133,4.469984,10.229488,0.374291,4.120370,0.000000
9750,20.648076,4.460302,11.335052,0.660517,4.192206,0.000000
